Position,Company,Location,URL
full details of Junior Data Analyst - Data Acquisition, CDP Worldwide, London EC3R, https://uk.indeed.com/rc/clk?jk=00e961014134002e&fccid=8a1fb5c75f59702a&vjs=3
full details of Research Assistant (Part-time - 40% FTE), University College London, Hybrid remote in London, https://uk.indeed.com/rc/clk?jk=981dd16a5ff0a51d&fccid=3083ff994f730f32&vjs=3
full details of Software Engineer, Algorithms, C++, Python, Corriculo, Oxford, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGOmeGPZwJ9cjKagnAAVrPcnimNKhNkn2YYhK8FmQemJN4K3WyrGDjrYgnkCicxtDhfY4Cw43A9yox5EyzwnXCyyL9jjafiE9TbssnmXTNACMvzhIiHD_IEsbLMa7JeAC1odJKjprY3Ha4PuViIrnMjh5nuPe8RwcPCvPrQs6w1WwNVSZR_OBa98g-oL-tt9dXPjfkcqb8Vx2pSoKbB55I_BOwNxDN4Xcjn3p1geujnwNIpZz03NthzpuSSwkxIdMK9F7BBDMONwVNCXqV_pdLR5Uns47dwdh51v3IE6GAa44hM9ugw9SH7rTH3iZIhb000uAuppMAchgqOXZDUxHP0GpvGvkzjWKSyKGHlGHL4Wz8BcjurMOgaRSNQCqtHSBYLGRLPguAegP7knw8enFgaerjXRYtNNJDWQT5qAS8eOfZKC3F5e9A6KStEtWGHPlP&xkcb=SoAg-_M3RIqDq7xGtR0LbzkdCdPP&p=3&fvj=0&vjs=3
full details of Software Developer Internship, Itelegant Software Solutions, None, https://uk.indeed.com/company/Itelegant-Software-Solutions/jobs/Software-Developer-Internship-d652652829f6e171?fccid=462a990d31bf4e92&vjs=3
full details of Graduate Software Engineer 2023 Intake, Next DLP, Remote in London W12, https://uk.indeed.com/rc/clk?jk=cb95ea96b750a395&fccid=863122e1580de22a&vjs=3
full details of Junior QA Analyst, Institutional Shareholder Services, London, https://uk.indeed.com/rc/clk?jk=e0e7ed804521b788&fccid=c15e58c229888ed7&vjs=3
full details of python developer/engineer, Python Developer, Remote, https://uk.indeed.com/rc/clk?cmp=Ethical-hacker%2FC%2B%2B-Developer&ti=Engineer&jk=e0fac7ea682df9e1&fccid=fedc62c80259745f&vjs=3
full details of Senior Market Risk Developer, Barclays, Hybrid remote in Glasgow, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQUtcTIZ-i7aKYOUYzDqGef5ngEm3dQ48Spiht6MSGoAPx8EEU1GiPp3ySGONMCg4AkQgGp1VlA21uUUeZGN3eIr8FokuFNND2M8EJEdmaBPQR_l4XXN357k_gp7vCQdf49n8TgPmvyWpfCe22yy48Nx4znWsRXjWfzlKI8CQxAh547En1l_suuWsoBF7zTH-UBIRxhd7oTebpD91PxXvA-zZsiFHBmiRgrPwLvxdtqcl_8szRQACSx4z5qSVeJhGqme15IhSJUVute-Q7zLgVb11kMNjan6BMAWgkDkaGtN9e5MWnud9qsYjHWOmfhDXYsi5VdV3kK7gB4JyTvUovwb7Uf-TUwuw7JRVW28xphQBFo7wMWA69hEPAkdV8RMntjTeyFeol0qvNyGAkzwTta8bdsr0IVo-VsgIjZaJ9Kp339Neeybza32Hf4Lwo97ALe2_sOjalzzmYiRToeCQVG7vtEmhaIo_xEu7W8r5-L7n1oGYvjKh4Y8sP-04NsW8=&xkcb=SoCu-_M3RIqDq6RGtR0LbzkdCdPP&p=8&fvj=0&vjs=3
full details of Quantitative Analyst, HSBC, Hybrid remote in London, https://uk.indeed.com/rc/clk?jk=5220a0cb7b850834&fccid=04c9b139c84ea1b5&vjs=3
full details of Analytics Manager, Warner Leisure Hotels, Hybrid remote in Hemel Hempstead, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dm4gVMtnMOC9IahGMiGv9ZLfP1WEa9kdkAmZ9EWk7uPVH-BUFtgrHT62i17owheszzm3tAwpWXrarY1wwnks2HNvWkkADWV2ZZaQqFcDQCpyQq4W0vCIzWGK05XNJnau3FYUjFOxGMprexZyuZuRA9xRaPPfEVCiEk-tGagi7jyaSlXzEn7F-Fkoktx5itDCqcyfDd_SYaGlspJtbS9hJ-rKy_nShbmj7cKOwX421SIO5jIFvBuAJghBStJ0IoSwe61OSOx8nbPV0RmuAz67sPHqyRqIwinBNTaOitDe0qFL2WrlnyLgKeN2hQY4WuxtCPfLWr1IKy4YEHWLKoCER70m1oOCH3v5KEVEZ7TwSaolxKMa8XzzXvhLxtlARcIqKTqYFZOhvYhevb_AbXMg3HytSTbORIUh2oXCvFBX82g8ol2KzEXjzWnUsUObEX9wtvEFytTZZENpxinkx_9R0fM9kP3ZT2CtQHJxyXc2NiOw==&xkcb=SoCH-_M3RIqDq6RGtR0JbzkdCdPP&p=10&fvj=1&vjs=3
full details of Junior Python Developer - UK Remote, Reqiva Ltd, None, https://uk.indeed.com/rc/clk?jk=4faa79a2b400484e&fccid=946fa3ef2e6daa21&vjs=3
full details of Junior Data Analyst, All Response Media, London EC1V, https://uk.indeed.com/rc/clk?jk=89a2c73caedd6e6d&fccid=a7588e19804d1b77&vjs=3
full details of Client Solutions Analyst insurance experience a must, McKenzie Intelligence Services, Hybrid remote in London, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Axsn4zYYzv2_Oo8F5dqn2Y0zCHt00flbePrf3ze7nd3mj7Of3-fGCPntzwVrr7uh8d2LpkShEMtNXQ8lvlpF5gZSWM8gaYiagVJjcoD8TdawEuEsfL6-sFdINoQ5xEd6J0SBHD3f-Xzi7sYNWJXwNHxvOlPfdSwz6WaJCs2NEbxSH8a9ojL_zLlkPhK6TmAjfPWW-ZD2B-XkEPKYW8uSbW7sas7vsadIAlT6YpZdcy0obs-iAKtgX1HGx3NN54hcoxOPGNYTo3fJDf3MOWIShxiULikTzChoT2vCG1R1ew7N67HbdEtGTevrkGsLUOdP184n5cn4T4Kt181KJSBtA_bWD8e0pRyOn5BAlEHAQtjrDmSYPXHjzwy0xUtGwSK5Jk96HhMNXMlbHxZFsEqgOkus1C-nRSwNdbkm2GT7QHbjUsvnchJkCbIindBKVTYqzBBd2zTYU_c96TFfmfVP8LEvd8bephkbg=&xkcb=SoDr-_M3RIqDq6xGtR0LbzkdCdPP&p=13&fvj=0&vjs=3
full details of Software Engineer: Backend/Python and/or Frontend/ReactJS (Junior/Senior), Cado Security Ltd, None, https://uk.indeed.com/company/Cado-Security-Ltd/jobs/Software-Engineer-efb731913d466ce3?fccid=57a82a5d32a0da29&vjs=3
full details of Senior Market Risk Developer, Barclays, Hybrid remote in Glasgow, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQUtcTIZ-i7aKYOUYzDqGef5ngEm3dQ48Spiht6MSGoAPx8EEU1GiPp3ySGONMCg4AkQgGp1VlA21uUUeZGN3eIr8FokuFNND2M8EJEdmaBPQR_l4XXN357k_gp7vCQdf49n8TgPmvyWpfCe22yy48Nx4znWsRXjX2Jq5l88SoUPDZAUx07_ENlK2lhy1Om8oOAteOUpbucZ4kYmVMIYJ8qOxKj2nJJjM-hVd8aiWwzur1E6U1sEYC0rgXRYNmI6RUl9HIVCk5hQAybJUGFSv0kIteHXOB3M3k7xSftMnIKX0ZkK0lQrB_bbfLpO694A8xROzYbhxPV3SD9AWWAoQke-L_8DpgD3Thj1sBt6FeeXMFnLsHZNrhPeIauNsU4n8kZc4I4gVhsozT3skMrjhcOPcKPK-AdZjru1DP5QMObhPNXXVPU-rySMVMO9V7O8J8MDZE7Q3zbFMvn0crX9UaDgq0ScZqJaYL-KaW3N43y3jnPmiHiHpMWMYwuBjXtZY=&xkcb=SoAm-_M3RIqDUyAKcD0LbzkdCdPP&p=0&fvj=0&vjs=3
full details of Data Analyst - 100% Remote, Car & Classic, Remote in London EC3V, https://uk.indeed.com/rc/clk?jk=298c2e42cb504096&fccid=f0f913b68199bc9b&vjs=3
full details of Internship - Bioinformatician, University of Cambridge, Cambridge, https://uk.indeed.com/rc/clk?jk=5dca805e59b383a4&fccid=9564506cc178d18c&vjs=3
full details of 3GPP RAN WG1 Standardisation Expert, NEC Europe Ltd, Leatherhead, https://uk.indeed.com/rc/clk?jk=7520ba52888a055f&fccid=1da8eb7902b9aa6c&vjs=3
full details of Python Developer, Lorien, Remote in London, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSQNYCQT7nHq8P0wNJS_USmk1iEIfTbn18KnDTRcZj2Uhp2G5a3ZhCLgJUGU1cbIHaGSlcynPI71UlDX13Aw2Lg7mi5AvGvkNGQZYTOub2I8IPntowl3aVNFqcFaNiG64HA82dKeA-9Quj8eIn2vEle4TfAF_fuspbaMXWQf9O2E_-bTAAKw8LsY60exNSnMb6s18JH5oFr-woBZHkNBFxwmRaRrRKzZnC46zFyCxwgzP45q0MKKnmFdO4Q_RygPCXIU8df_qNpdj-BBv1kGRRTm8njY-8OXVvwKmAG9z5eS8OYdzbfHKkCT7PgY2ntdPI2-asoaTRs2j0k3XtybZSSa2npWkBtxKZhWUFna6_BA-A98ZU1esOBLqGsEX0KAmZ7be88b8-S485eX1sFwdoSXxiyqTuhvlLlBRzERKUYmYwcyueAlRtYDNoSmAaBXD3zFOuQ-MptZ_M8TpxLM0419LrmuOSfa76CLQpiBxzY5DrNNk7mcdKip23TnRUnO_qUVEj-68KpiM-g6WdSRvmu8Z4e0SwUAzgxtgu9LuyDjvwdURsDe0QqSAjFFvMn9c_h_KLaUzBpLrZgnGdxE67gmAZGm249O6fxCR081_hPvsSuH6Scj--dJ8g6p89AmqoaIxfYJPcTBMhFxq8-UgN2jgEV67OJUxOMPamPmEJx__FYX1vhkDxMeRLK9xAEVtPOofSWcEXkaqzvNFYvI4V3bWRDqIb7Kfhn_h6UzY4sNX9tPUtsxD4S89DvsS8ONtErVrQHSoiQlux4Q4YKLon878wOT_aO0c=&xkcb=SoBK-_M3RIqDUygKcD0JbzkdCdPP&p=4&fvj=0&vjs=3
full details of Software Engineers, GCHQ, None, https://uk.indeed.com/rc/clk?jk=bf86128b377734cf&fccid=21c677826d08bd75&vjs=3
full details of Data Scientist, 10 Downing Street – Grade 7, Cabinet Office, London, https://uk.indeed.com/rc/clk?jk=11b28bab73006aa2&fccid=eb253d65a7b13866&vjs=3
full details of Analytics Manager, Warner Leisure Hotels, Hybrid remote in Hemel Hempstead, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dm4gVMtnMOC9IahGMiGv9ZLfP1WEa9kdkAmZ9EWk7uPVH-BUFtgrHT62i17owheszzm3tAwpWXrarY1wwnks2HNvWkkADWV2ZZaQqFcDQCpyQq4W0vCIzWGK05XNJnau3FYUjFOxGMprexZyuZuRA9xRaPPfEVCiEk-tGagi7jyaSlXzEn7F-F2_Z4bYil2HdLnGVsAAPeLJq07Ry_fN_cFojrz9gsoM1IEeqRBen0Hb7W2nScL-mZDHy_TJRLb-SonT5LlMEUmtskQB7iMBhzTdfMfHL3KzRFzyRXj6nM2gy_itZ0gjqmSbaogohjq12TTLRmt56Dz4qGMSu9VCIHWjlHvMmKiwVOdP856N7Ej0TgswogDaiEu8Z6n32cce5ogSVQ_YM8xiqnTJ2XF2C1YB8WAPTgDRkqxSkNdyfuHjgZdIQUKc9U7zZtGvXfcuBSnUEdVnEXJ7GfBZzL5Ydnat0DW10mWlR8xP6iAYx9Gw==&xkcb=SoBj-_M3RIqDU9AKcD0JbzkdCdPP&p=7&fvj=1&vjs=3
full details of Software Engineer (Python), Sky, Hybrid remote in London, https://uk.indeed.com/rc/clk?jk=b3040e4c233b0d39&fccid=288ce4c9ce99f179&vjs=3
full details of Python Developer, Zog Global Ltd, Remote, https://uk.indeed.com/company/Zog-Global-Ltd/jobs/Python-Developer-70c712fb3f4e217e?fccid=c4dcfa35b300de22&vjs=3
full details of Application Support, Barclays, Hybrid remote in London E14, https://uk.indeed.com/rc/clk?jk=d26c2328fc39d660&fccid=057abf3fd357e717&vjs=3
full details of Python Software Engineer III, JPMorgan Chase Bank, N.A., None, https://uk.indeed.com/rc/clk?jk=000d5f8d24e3c774&fccid=c46d0116f6e69eae&vjs=3
full details of Assistant Health Informatician, bmj-group, London WC1H, https://uk.indeed.com/rc/clk?jk=f517b672465ff5c9&fccid=afd3d8239badb595&vjs=3
full details of Junior Quantitative Risk Analyst, UBS, London, https://uk.indeed.com/rc/clk?jk=563434073ba713af&fccid=1c76c3a36f6c7557&vjs=3
full details of Python Engineer (Mid-Level) - UK, Funding Circle UK, London EC4V, https://uk.indeed.com/rc/clk?jk=758309b17317e8be&fccid=6430a9a136019841&vjs=3
full details of Software Engineer Intern - 1 Year UK) - ET&I, Cisco Systems, Feltham, https://uk.indeed.com/rc/clk?jk=e0f033da9fd923a6&fccid=dfc44f3b8c44a6db&vjs=3
full details of PhD Student, London (AI), Meta, London, https://uk.indeed.com/rc/clk?jk=369a449008628f4b&fccid=ba07516c418dda52&vjs=3
full details of Full Stack Developer (Python & React) - Outside IR35, Source Group International, Remote in London, https://uk.indeed.com/rc/clk?jk=f21892b10d9e6d16&fccid=0c04c6d31bcaa0fb&vjs=3
full details of Senior Market Risk Developer, Barclays, Hybrid remote in Glasgow, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQUtcTIZ-i7aKYOUYzDqGef5ngEm3dQ48Spiht6MSGoAPx8EEU1GiPp3ySGONMCg4AkQgGp1VlA21uUUeZGN3eIr8FokuFNND2M8EJEdmaBPQR_l4XXN357k_gp7vCQdf49n8TgPmvyWpfCe22yy48Nx4znWsRXjWLtX00U-upUNEB5qBvU5f1ZDEpqq2OcibaRG1qZkJNTNC5beRbrSJUs46vMOvHyZ7-QdODIKpaQfb-I60C_GGO2o9qckjAgs22v2UfjMRZzbYKOxa3-8GS_tJb35irzbyWtT0mGqyq9fhwGOey3GF85EArr8RLj9MhcvhrxxzLE2Nm10DIB-V5v_0LpymJrkkcV5CX4160SS0x13jH3qeH5itcGqWex-GUDbBRSYKo4pTb2GViIa4Byw1PzuhsfQ_mx-H6PRDOM3zTEwJTUFFsMlF1pH2MeDcpRyehRO1kFKwagUrNS9OJAimojZzDzkVAFS_8sDGbnWooUiuxUMX3LrOrPk__HtE=&xkcb=SoCz-_M3RIqDewSFtx0IbzkdCdPP&p=3&fvj=0&vjs=3
full details of Apple Media Products - QA Manager, Apple, London, https://uk.indeed.com/rc/clk?jk=c14a32e581b10b6c&fccid=c1099851e9794854&vjs=3
full details of Product Operations Analyst, Chip, London EC2A, https://uk.indeed.com/rc/clk?jk=033f77ec5ef031db&fccid=6b85a49edfd3ddb6&vjs=3
full details of Creative Technologist, Pan Studio, Temporarily Remote in London, https://uk.indeed.com/rc/clk?jk=3634c45cffd693c7&fccid=52b10b915738dbac&vjs=3
full details of Python Developer Internship, European Student Placement Agency (ESPA), York, https://uk.indeed.com/rc/clk?jk=273c22e9c4eeaf20&fccid=4d45cd86e15de304&vjs=3
full details of Analytics Manager, Warner Leisure Hotels, Hybrid remote in Hemel Hempstead, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dm4gVMtnMOC9IahGMiGv9ZLfP1WEa9kdkAmZ9EWk7uPVH-BUFtgrHT62i17owheszzm3tAwpWXrarY1wwnks2HNvWkkADWV2ZZaQqFcDQCpyQq4W0vCIzWGK05XNJnau3FYUjFOxGMprexZyuZuRA9xRaPPfEVCiEk-tGagi7jyaSlXzEn7F-Fqtq6D3lDIpVfszV_ldfSGBy7lEjZkLmZv8jyR3rtl_YHg0cV2olVV_6D68ubL2wel42KtlDS8USBn2cocM6W8bUcVKCajxRdQLxu9LzKXcGYn6oqDlm6knGIp-V41utTrDhH4Hv8fX0EuF_4QsHYL8-XVDBUnAKPQEpdWCiPuXeJz_bat1CP4iOD0mhicQAYfgeox6Acxh6Yc6EY7igQO3x2pRvLcOluTRHPdJYoT0dq4pdEL8ywFJaJxZZNbFTrL45g_paLUcO7jdqSUnEdgU7MXjyvObC-6e9SVn9QkYpNd8gZcx004Q==&xkcb=SoB4-_M3RIqDewyFtx0PbzkdCdPP&p=8&fvj=1&vjs=3
full details of Freelance Data Analyst, Peppy, Remote, https://uk.indeed.com/rc/clk?jk=3c67899c5ac6650f&fccid=71735ec0532bb208&vjs=3
full details of GEOSPATIAL ANALYST, Bangura Solutions, Remote in London, https://uk.indeed.com/rc/clk?jk=83f280a3c68b2740&fccid=f53fad3b59883186&vjs=3
full details of Software Test Analyst, Meniscus Systems Ltd, Remote, https://uk.indeed.com/company/Meniscus-Systems-Ltd/jobs/Software-Test-Analyst-2a3ca72513421884?fccid=4e5b2273dfd40fee&vjs=3
full details of Quantitative Trading Intern (Summer 2023), Ripple, London, https://uk.indeed.com/rc/clk?jk=26ae0f6ab15a0c2e&fccid=5831e1f260dfbb85&vjs=3
full details of Client Solutions Analyst insurance experience a must, McKenzie Intelligence Services, Hybrid remote in London, https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Axsn4zYYzv2_Oo8F5dqn2Y0zCHt00flbePrf3ze7nd3mj7Of3-fGCPntzwVrr7uh8d2LpkShEMtNXQ8lvlpF5gZSWM8gaYiagVJjcoD8TdawEuEsfL6-sFdINoQ5xEd6J0SBHD3f-Xzi7sYNWJXwNHxvOlPfdSwz6WaJCs2NEbxSH8a9ojL_zLf7QMF3-qihl8wgAfdAbvIFIjml3XT2VB98QdU6jec4pxHSrN7jjjK_-wXcoeg0yooJFDr7DN87UEHt3lxF-B-FPOf3QlcVRBWCNunkMc-yFoety8ZxH7yqKz1dZ0ETc7Bj79zRGpxVSpulFqbkgV-l6nrdrrRn8La0khdhPN72GatCAdifjI1OsSqLeid6Nm_Flt3cieNIl8Au_Fp6pP1LslWgsO-njvMhScgNYWXNt95WVLqGU_JjvJxRDnaX8m0Wi3XwRZYoKs2pNlIwqziaLuCeolMiFsb1UiMSr1GfU=&xkcb=SoCv-_M3RIqDezSFtx0IbzkdCdPP&p=13&fvj=0&vjs=3
full details of Junior Python Engineer | Remote, Reqiva Ltd, Remote, https://uk.indeed.com/rc/clk?jk=40447e93dbf4c49f&fccid=946fa3ef2e6daa21&vjs=3
